,year1,tag_name,amount
226,1972,Library,0
227,1972,Life,0
228,1972,Literature,0
229,1972,Live music,0
230,1972,Love,0
231,1972,MacArthur grant,0
232,1972,Machine learning,0
233,1972,Magic,0
234,1972,Manufacturing,0
235,1972,Map,0
236,1972,Marine biology,0
237,1972,Marketing,0
238,1972,Markets,0
239,1972,Mars,0
240,1972,Materials,0
241,1972,Math,0
242,1972,Media,0
243,1972,Medical imaging,0
244,1972,Medical research,0
245,1972,Medicine,0
246,1972,Meditation,0
247,1972,Meme,0
248,1972,Memory,0
249,1972,Men,0
250,1972,Mental health,0
251,1972,Microbes,0
252,1972,Microbiology,0
253,1972,Microfinance,0
254,1972,Microsoft,0
255,1972,Middle East,0
256,1972,Military,0
257,1972,Mind,1
258,1972,Mindfulness,0
259,1972,Mining,0
260,1972,Mission blue,0
261,1972,Mobility,0
262,1972,Molecular biology,0
263,1972,Money,0
264,1972,Monkeys,0
265,1972,Moon,0
266,1972,Morality,0
267,1972,Motivation,0
268,1972,Movies,0
269,1972,Museums,0
270,1972,Music,0
271,1972,Nanoscale,0
272,1972,Narcotics,0
273,1972,NASA,0
274,1972,Natural disaster,0
275,1972,Natural resources,0
276,1972,Nature,0
277,1972,Neurology,0
278,1972,Neuroscience,0
279,1972,New York,0
280,1972,News,0
281,1972,Nobel prize,0
282,1972,Nonviolence,0
283,1972,Novel,0
284,1972,Nuclear energy,0
285,1972,Nuclear weapons,0
286,1972,Obesity,0
287,1972,Oceans,0
288,1972,Oil,0
289,1972,Online video,0
290,1972,Open-source,0
291,1972,Opioids,0
292,1972,Origami,0
293,1972,Pain,0
294,1972,Painting,0
295,1972,Paleontology,0
296,1972,Pandemic,0
297,1972,Parenting,0
298,1972,Peace,1
299,1972,Performance,0
300,1972,Performance art,0
301,1972,Person,0
302,1972,Personal growth,0
303,1972,Personality,0
304,1972,Pharmaceuticals,0
305,1972,Philanthropy,0
306,1972,Philosophy,0
307,1972,Photography,0
308,1972,Physics,0
309,1972,Physiology,0
310,1972,Piano,0
311,1972,Planets,0
312,1972,Plants,0
313,1972,Plastic,0
314,1972,Play,0
315,1972,Poetry,0
316,1972,Policy,0
317,1972,Politics,0
318,1972,Pollution,0
319,1972,Population,0
320,1972,Potential,0
321,1972,Poverty,0
322,1972,Prediction,0
323,1972,Pregnancy,0
324,1972,Presentation,0
325,1972,Primates,0
326,1972,Prison,0
327,1972,Privacy,0
328,1972,Product design,0
329,1972,Productivity,0
330,1972,Programming,0
331,1972,Prosthetics,0
332,1972,Protests,0
333,1972,Psychology,1
334,1972,PTSD,0
335,1972,Public health,0
336,1972,Public spaces,0
337,1972,Quantum physics,0
338,1972,Race,0
339,1972,Refugees,0
340,1972,Relationships,0
341,1972,Religion,0
342,1972,Resources,0
343,1972,Rivers,0
344,1972,Robots,0
345,1972,Rocket science,0
346,1972,Sanitation,0
347,1972,Science,0
348,1972,Science and art,0
349,1972,Science Fiction,0
350,1972,Security,0
351,1972,Self,0
352,1972,Senses,0
353,1972,Sex,0
354,1972,Sexual violence,0
355,1972,Shopping,0
356,1972,Sight,0
357,1972,Simplicity,0
358,1972,Singer,0
359,1972,Skateboarding,0
360,1972,Slavery,0
361,1972,Sleep,0
362,1972,Smell,0
363,1972,Social change,0
364,1972,Social media,0
365,1972,Social science,0
366,1972,Society,0
367,1972,Sociology,0
368,1972,Software,0
369,1972,Solar energy,0
370,1972,Solar system,0
371,1972,Sound,0
372,1972,South America,0
373,1972,Space,0
374,1972,Speech,0
375,1972,Spoken word,0
376,1972,Sports,0
377,1972,Start-up,0
378,1972,State-building,0
379,1972,Statistics,0
380,1972,Stigma,0
381,1972,Storytelling,0
382,1972,Street art,0
383,1972,String theory,0
384,1972,Student,0
385,1972,Submarine,0
386,1972,Success,0
387,1972,Suicide,0
388,1972,Sun,0
389,1972,Surgery,0
390,1972,Surveillance,0
391,1972,Sustainability,0
392,1972,Synthetic biology,0
393,1972,Syria,0
394,1972,Teaching,0
395,1972,Technology,0
396,1972,TED Books,0
397,1972,TED en Espa\'f1ol,0
398,1972,TED Fellows,0
399,1972,TED Prize,0
400,1972,TED Residency,0
401,1972,TED-Ed,0
402,1972,TEDMED,0
403,1972,TEDNYC,0
404,1972,TEDx,0
405,1972,TEDYouth,0
406,1972,Telecom,0
407,1972,Telescopes,0
408,1972,Television,0
409,1972,Terrorism,0
410,1972,Theater,0
411,1972,Time,0
412,1972,Toy,0
413,1972,Trafficking,0
414,1972,Transgender,0
415,1972,Transportation,0
416,1972,Travel,0
417,1972,Trees,0
418,1972,Trust,0
419,1972,Typography,0
420,1972,United States,0
421,1972,Universe,0
422,1972,Urban,0
423,1972,Urban planning,0
424,1972,Vaccines,0
425,1972,Violence,0
426,1972,Violin,0
427,1972,Virtual reality,0
428,1972,Virus,0
429,1972,Visualizations,0
430,1972,Vocals,0
431,1972,Vulnerability,0
432,1972,War,1
433,1972,Water,0
434,1972,Weather,0
435,1972,Web,0
436,1972,Wikipedia,0
437,1972,Wind energy,0
438,1972,Women,0
439,1972,Women in business,0
440,1972,Work,0
441,1972,Work-life balance,0
442,1972,World cultures,0
443,1972,Writing,0
444,1972,Wunderkind,0
445,1972,Youth,0
446,1983,3d printing,0
447,1983,Addiction,0
448,1983,Adventure,0
449,1983,Advertising,0
450,1983,Africa,0
451,1983,Aging,0
452,1983,Agriculture,0
453,1983,AI,0
454,1983,AIDS,0
455,1983,Aircraft,0
456,1983,Algorithm,0
457,1983,Alternative energy,0
458,1983,Alzheimer's,0
459,1983,Ancient world,0
460,1983,Animals,0
461,1983,Animation,0
462,1983,Antarctica,0
463,1983,Anthropocene,0
464,1983,Anthropology,0
465,1983,Ants,0
466,1983,Apes,0
467,1983,Archaeology,0
468,1983,Architecture,0
469,1983,Art,0
470,1983,Arts,0
471,1983,Asia,0
472,1983,Asteroid,0
473,1983,Astrobiology,0
474,1983,Astronomy,1
475,1983,Atheism,0
476,1983,Augmented reality,0
477,1983,Autism,0
478,1983,Autism spectrum disorder,0
479,1983,Bacteria,0
480,1983,Beauty,0
481,1983,Bees,0
482,1983,Behavioral economics,0
483,1983,Best of the Web,0
484,1983,Big bang,0
485,1983,Big problems,0
486,1983,Biodiversity,0
487,1983,Bioethics,0
488,1983,Biology,0
489,1983,Biomechanics,0
490,1983,Biomimicry,0
491,1983,Bionics,0
492,1983,Biosphere,0
493,1983,Biotech,0
494,1983,Birds,0
495,1983,Blindness,0
496,1983,Blockchain,0
497,1983,Body language,0
498,1983,Books,0
499,1983,Botany,0
500,1983,Brain,0
501,1983,Brand,0
502,1983,Brazil,0
503,1983,Buddhism,0
504,1983,Bullying,0
505,1983,Business,0
506,1983,Cancer,0
507,1983,Capitalism,0
508,1983,Cars,0
509,1983,Cello,0
510,1983,Charter for compassion,0
511,1983,Chemistry,0
512,1983,Children,0
513,1983,China,0
514,1983,Choice,0
515,1983,Christianity,0
516,1983,Cities,0
517,1983,Climate change,0
518,1983,Cloud,0
519,1983,Code,0
520,1983,Cognitive science,0
521,1983,Collaboration,0
522,1983,Comedy,0
523,1983,Communication,0
524,1983,Community,0
525,1983,Compassion,0
526,1983,Complexity,0
527,1983,Composing,0
528,1983,Computers,0
529,1983,Conducting,0
530,1983,Consciousness,0
531,1983,Conservation,0
532,1983,Consumerism,0
533,1983,Cooperation,0
534,1983,Coral reefs,0
535,1983,Corruption,0
536,1983,Cosmos,0
537,1983,Creativity,0
538,1983,Crime,0
539,1983,Criminal Justice,0
540,1983,CRISPR,0
541,1983,Crowdsourcing,0
542,1983,Cryptocurrency,0
543,1983,Culture,0
544,1983,Curiosity,0
545,1983,Dance,0
546,1983,Dark matter,0
547,1983,Data,0
548,1983,Death,0
549,1983,Debate,0
550,1983,Decision-making,0
551,1983,Deextinction,0
552,1983,Demo,0
553,1983,Democracy,0
554,1983,Depression,0
555,1983,Design,0
556,1983,Development,0
557,1983,Dinosaurs,0
558,1983,Disability,0
559,1983,Disaster relief,0
560,1983,Discovery,0
561,1983,Disease,0
562,1983,Diversity,0
563,1983,DNA,0
564,1983,Driverless cars,0
565,1983,Drones,0
566,1983,Ebola,0
567,1983,Ecology,0
568,1983,Economics,0
569,1983,Education,0
570,1983,Egypt,0
571,1983,Electricity,0
572,1983,Emotions,0
573,1983,Empathy,0
574,1983,Encryption,0
575,1983,Energy,0
576,1983,Engineering,0
577,1983,Entertainment,0
578,1983,Entrepreneur,0
579,1983,Environment,0
580,1983,Epidemiology,0
581,1983,Europe,0
582,1983,Evil,0
583,1983,Evolution,0
584,1983,Evolutionary psychology,0
585,1983,Exercise,0
586,1983,Exoskeleton,0
587,1983,Exploration,0
588,1983,Extraterrestrial life,0
589,1983,Extreme sports,0
590,1983,Failure,0
591,1983,Faith,0
592,1983,Family,0
593,1983,Farming,0
594,1983,Fashion,0
595,1983,Fear,0
596,1983,Feminism,0
597,1983,Film,0
598,1983,Finance,0
599,1983,Fish,0
600,1983,Flight,0
601,1983,Food,0
602,1983,Foreign Policy,0
603,1983,Forensics,0
604,1983,Friendship,0
605,1983,Fungi,0
606,1983,Funny,0
607,1983,Future,0
608,1983,Gaming,0
609,1983,Garden,0
610,1983,Gender,0
611,1983,Gender equality,0
612,1983,Gender spectrum,0
613,1983,Genetics,0
614,1983,Geology,0
615,1983,Glacier,0
616,1983,Global commons,0
617,1983,Global development,0
618,1983,Global issues,0
619,1983,Goal-setting,0
620,1983,God,0
621,1983,Google,0
622,1983,Government,0
623,1983,Grammar,0
624,1983,Graphic design,0
625,1983,Green,0
626,1983,Guitar,0
627,1983,Guns,0
628,1983,Hack,0
629,1983,Happiness,0
630,1983,Health,0
631,1983,Health care,0
632,1983,Healthcare,0
633,1983,Hearing,0
634,1983,Heart health,0
635,1983,History,0
636,1983,HIV,0
637,1983,Homelessness,0
638,1983,Human body,0
639,1983,Human origins,0
640,1983,Humanity,0
641,1983,Humor,0
642,1983,Identity,0
643,1983,Illness,0
644,1983,Illusion,0
645,1983,Immigration,0
646,1983,Inclusion,0
647,1983,India,0
648,1983,Indigenous peoples,0
649,1983,Industrial design,0
650,1983,Inequality,0
651,1983,Infrastructure,0
652,1983,Innovation,0
653,1983,Insects,0
654,1983,Intelligence,0
655,1983,Interface design,0
656,1983,Internet,0
657,1983,Interview,0
658,1983,Introvert,0
659,1983,Invention,0
660,1983,Investment,0
661,1983,Iran,0
662,1983,Iraq,0
663,1983,Islam,0
664,1983,Jazz,0
665,1983,Journalism,0
666,1983,Justice system,0
667,1983,Language,0
668,1983,Latin America,0
669,1983,Law,0
670,1983,Leadership,0
671,1983,LGBT,0
672,1983,Library,0
673,1983,Life,0
674,1983,Literature,0
675,1983,Live music,0
676,1983,Love,0
677,1983,MacArthur grant,0
678,1983,Machine learning,0
679,1983,Magic,0
680,1983,Manufacturing,0
681,1983,Map,0
682,1983,Marine biology,0
683,1983,Marketing,0
684,1983,Markets,0
685,1983,Mars,0
686,1983,Materials,0
687,1983,Math,0
688,1983,Media,0
689,1983,Medical imaging,0
690,1983,Medical research,0
691,1983,Medicine,0
692,1983,Meditation,0
693,1983,Meme,0
694,1983,Memory,0
695,1983,Men,0
696,1983,Mental health,0
697,1983,Microbes,0
698,1983,Microbiology,0
699,1983,Microfinance,0
700,1983,Microsoft,0
701,1983,Middle East,0
702,1983,Military,0
703,1983,Mind,0
704,1983,Mindfulness,0
705,1983,Mining,0
706,1983,Mission blue,0
707,1983,Mobility,0
708,1983,Molecular biology,0
709,1983,Money,0
710,1983,Monkeys,0
711,1983,Moon,0
712,1983,Morality,0
713,1983,Motivation,0
714,1983,Movies,0
715,1983,Museums,0
716,1983,Music,0
717,1983,Nanoscale,0
718,1983,Narcotics,0
719,1983,NASA,0
720,1983,Natural disaster,0
721,1983,Natural resources,0
722,1983,Nature,0
723,1983,Neurology,0
724,1983,Neuroscience,0
725,1983,New York,0
726,1983,News,0
727,1983,Nobel prize,0
728,1983,Nonviolence,0
729,1983,Novel,0
730,1983,Nuclear energy,0
731,1983,Nuclear weapons,0
732,1983,Obesity,0
733,1983,Oceans,0
734,1983,Oil,0
735,1983,Online video,0
736,1983,Open-source,0
737,1983,Opioids,0
738,1983,Origami,0
739,1983,Pain,0
740,1983,Painting,0
741,1983,Paleontology,0
742,1983,Pandemic,0
743,1983,Parenting,0
744,1983,Peace,0
745,1983,Performance,0
746,1983,Performance art,0
747,1983,Person,0
748,1983,Personal growth,0
749,1983,Personality,0
750,1983,Pharmaceuticals,0
751,1983,Philanthropy,0
752,1983,Philosophy,0
753,1983,Photography,0
754,1983,Physics,1
755,1983,Physiology,0
756,1983,Piano,0
757,1983,Planets,0
758,1983,Plants,0
759,1983,Plastic,0
760,1983,Play,0
761,1983,Poetry,0
762,1983,Policy,0
763,1983,Politics,0
764,1983,Pollution,0
765,1983,Population,0
766,1983,Potential,0
767,1983,Poverty,0
768,1983,Prediction,0
769,1983,Pregnancy,0
770,1983,Presentation,0
771,1983,Primates,0
772,1983,Prison,0
773,1983,Privacy,0
774,1983,Product design,0
775,1983,Productivity,0
776,1983,Programming,0
777,1983,Prosthetics,0
778,1983,Protests,0
779,1983,Psychology,0
780,1983,PTSD,0
781,1983,Public health,0
782,1983,Public spaces,0
783,1983,Quantum physics,0
784,1983,Race,0
785,1983,Refugees,0
786,1983,Relationships,0
787,1983,Religion,0
788,1983,Resources,0
789,1983,Rivers,0
790,1983,Robots,0
791,1983,Rocket science,0
792,1983,Sanitation,0
793,1983,Science,1
794,1983,Science and art,0
795,1983,Science Fiction,0
796,1983,Security,0
797,1983,Self,0
798,1983,Senses,0
799,1983,Sex,0
800,1983,Sexual violence,0
801,1983,Shopping,0
802,1983,Sight,0
803,1983,Simplicity,0
804,1983,Singer,0
805,1983,Skateboarding,0
806,1983,Slavery,0
807,1983,Sleep,0
808,1983,Smell,0
809,1983,Social change,0
810,1983,Social media,0
811,1983,Social science,0
812,1983,Society,0
813,1983,Sociology,0
814,1983,Software,0
815,1983,Solar energy,0
816,1983,Solar system,0
817,1983,Sound,0
818,1983,South America,0
819,1983,Space,0
820,1983,Speech,0
821,1983,Spoken word,0
822,1983,Sports,0
823,1983,Start-up,0
824,1983,State-building,0
825,1983,Statistics,0
826,1983,Stigma,0
827,1983,Storytelling,0
828,1983,Street art,0
829,1983,String theory,0
830,1983,Student,0
831,1983,Submarine,0
832,1983,Success,0
833,1983,Suicide,0
834,1983,Sun,0
835,1983,Surgery,0
836,1983,Surveillance,0
837,1983,Sustainability,0
838,1983,Synthetic biology,0
839,1983,Syria,0
840,1983,Teaching,0
841,1983,Technology,0
842,1983,TED Books,0
843,1983,TED en Espa\'f1ol,0
844,1983,TED Fellows,0
845,1983,TED Prize,0
846,1983,TED Residency,0
847,1983,TED-Ed,0
848,1983,TEDMED,0
849,1983,TEDNYC,0
850,1983,TEDx,0
851,1983,TEDYouth,0
852,1983,Telecom,0
853,1983,Telescopes,0
854,1983,Television,0
855,1983,Terrorism,0
856,1983,Theater,0
857,1983,Time,0
858,1983,Toy,0
859,1983,Trafficking,0
860,1983,Transgender,0
861,1983,Transportation,0
862,1983,Travel,0
863,1983,Trees,0
864,1983,Trust,0
865,1983,Typography,0
866,1983,United States,0
867,1983,Universe,0
868,1983,Urban,0
869,1983,Urban planning,0
870,1983,Vaccines,0
871,1983,Violence,0
872,1983,Violin,0
873,1983,Virtual reality,0
874,1983,Virus,0
875,1983,Visualizations,0
876,1983,Vocals,0
877,1983,Vulnerability,0
878,1983,War,0
879,1983,Water,0
880,1983,Weather,0
881,1983,Web,0
882,1983,Wikipedia,0
883,1983,Wind energy,0
884,1983,Women,0
885,1983,Women in business,0
886,1983,Work,0
887,1983,Work-life balance,0
888,1983,World cultures,0
889,1983,Writing,0
890,1983,Wunderkind,0
891,1983,Youth,0
892,1984,3d printing,0
893,1984,Addiction,0
894,1984,Adventure,0
895,1984,Advertising,0
896,1984,Africa,0
897,1984,Aging,0
898,1984,Agriculture,0
899,1984,AI,1
900,1984,AIDS,0
901,1984,Aircraft,0
902,1984,Algorithm,0
903,1984,Alternative energy,0
904,1984,Alzheimer's,0
905,1984,Ancient world,0
906,1984,Animals,0
907,1984,Animation,0
908,1984,Antarctica,0
909,1984,Anthropocene,0
910,1984,Anthropology,0
911,1984,Ants,0
912,1984,Apes,0
913,1984,Archaeology,0
914,1984,Architecture,0
915,1984,Art,0
916,1984,Arts,0
917,1984,Asia,0
918,1984,Asteroid,0
919,1984,Astrobiology,0
920,1984,Astronomy,0
921,1984,Atheism,0
922,1984,Augmented reality,0
923,1984,Autism,0
924,1984,Autism spectrum disorder,0
925,1984,Bacteria,0
926,1984,Beauty,0
927,1984,Bees,0
928,1984,Behavioral economics,0
929,1984,Best of the Web,0
930,1984,Big bang,0
931,1984,Big problems,0
932,1984,Biodiversity,0
933,1984,Bioethics,0
934,1984,Biology,0
935,1984,Biomechanics,0
936,1984,Biomimicry,0
937,1984,Bionics,0
938,1984,Biosphere,0
939,1984,Biotech,0
940,1984,Birds,0
941,1984,Blindness,0
942,1984,Blockchain,0
943,1984,Body language,0
944,1984,Books,0
945,1984,Botany,0
946,1984,Brain,0
947,1984,Brand,0
948,1984,Brazil,0
949,1984,Buddhism,0
950,1984,Bullying,0
951,1984,Business,0
952,1984,Cancer,0
953,1984,Capitalism,0
954,1984,Cars,0
955,1984,Cello,0
956,1984,Charter for compassion,0
957,1984,Chemistry,0
958,1984,Children,0
959,1984,China,0
960,1984,Choice,0
961,1984,Christianity,0
962,1984,Cities,0
963,1984,Climate change,0
964,1984,Cloud,0
965,1984,Code,0
966,1984,Cognitive science,0
967,1984,Collaboration,0
968,1984,Comedy,0
969,1984,Communication,0
970,1984,Community,0
971,1984,Compassion,0
972,1984,Complexity,0
973,1984,Composing,0
974,1984,Computers,0
975,1984,Conducting,0
976,1984,Consciousness,0
977,1984,Conservation,0
978,1984,Consumerism,0
979,1984,Cooperation,0
980,1984,Coral reefs,0
981,1984,Corruption,0
982,1984,Cosmos,0
983,1984,Creativity,0
984,1984,Crime,0
985,1984,Criminal Justice,0
986,1984,CRISPR,0
987,1984,Crowdsourcing,0
988,1984,Cryptocurrency,0
989,1984,Culture,0
990,1984,Curiosity,0
991,1984,Dance,0
992,1984,Dark matter,0
993,1984,Data,0
994,1984,Death,0
995,1984,Debate,0
996,1984,Decision-making,0
997,1984,Deextinction,0
998,1984,Demo,1
999,1984,Democracy,0
1000,1984,Depression,0
1001,1984,Design,1
1002,1984,Development,0
1003,1984,Dinosaurs,0
1004,1984,Disability,0
1005,1984,Disaster relief,0
1006,1984,Discovery,0
1007,1984,Disease,0
1008,1984,Diversity,0
1009,1984,DNA,0
1010,1984,Driverless cars,0
1011,1984,Drones,0
1012,1984,Ebola,0
1013,1984,Ecology,0
1014,1984,Economics,0
1015,1984,Education,1
1016,1984,Egypt,0
1017,1984,Electricity,0
1018,1984,Emotions,0
1019,1984,Empathy,0
1020,1984,Encryption,0
1021,1984,Energy,0
1022,1984,Engineering,0
1023,1984,Entertainment,1
1024,1984,Entrepreneur,0
1025,1984,Environment,0
1026,1984,Epidemiology,0
1027,1984,Europe,0
1028,1984,Evil,0
1029,1984,Evolution,0
1030,1984,Evolutionary psychology,0
1031,1984,Exercise,0
1032,1984,Exoskeleton,0
1033,1984,Exploration,0
1034,1984,Extraterrestrial life,0
1035,1984,Extreme sports,0
1036,1984,Failure,0
1037,1984,Faith,0
1038,1984,Family,0
1039,1984,Farming,0
1040,1984,Fashion,0
1041,1984,Fear,0
1042,1984,Feminism,0
1043,1984,Film,0
1044,1984,Finance,0
1045,1984,Fish,0
1046,1984,Flight,0
1047,1984,Food,0
1048,1984,Foreign Policy,0
1049,1984,Forensics,0
1050,1984,Friendship,0
1051,1984,Fungi,0
1052,1984,Funny,0
1053,1984,Future,1
1054,1984,Gaming,0
1055,1984,Garden,0
1056,1984,Gender,0
1057,1984,Gender equality,0
1058,1984,Gender spectrum,0
1059,1984,Genetics,0
1060,1984,Geology,0
1061,1984,Glacier,0
1062,1984,Global commons,0
1063,1984,Global development,0
1064,1984,Global issues,0
1065,1984,Goal-setting,0
1066,1984,God,0
1067,1984,Google,0
1068,1984,Government,0
1069,1984,Grammar,0
1070,1984,Graphic design,0
1071,1984,Green,0
1072,1984,Guitar,0
1073,1984,Guns,0
1074,1984,Hack,0
1075,1984,Happiness,0
1076,1984,Health,0
1077,1984,Health care,0
1078,1984,Healthcare,0
1079,1984,Hearing,0
1080,1984,Heart health,0
1081,1984,History,0
1082,1984,HIV,0
1083,1984,Homelessness,0
1084,1984,Human body,0
1085,1984,Human origins,0
1086,1984,Humanity,0
1087,1984,Humor,0
1088,1984,Identity,0
1089,1984,Illness,0
1090,1984,Illusion,0
1091,1984,Immigration,0
1092,1984,Inclusion,0
1093,1984,India,0
1094,1984,Indigenous peoples,0
1095,1984,Industrial design,0
1096,1984,Inequality,0
1097,1984,Infrastructure,0
1098,1984,Innovation,0
1099,1984,Insects,0
1100,1984,Intelligence,0
1101,1984,Interface design,1
1102,1984,Internet,0
1103,1984,Interview,0
1104,1984,Introvert,0
1105,1984,Invention,0
1106,1984,Investment,0
1107,1984,Iran,0
1108,1984,Iraq,0
1109,1984,Islam,0
1110,1984,Jazz,0
1111,1984,Journalism,0
1112,1984,Justice system,0
1113,1984,Language,0
1114,1984,Latin America,0
1115,1984,Law,0
1116,1984,Leadership,0
1117,1984,LGBT,0
1118,1984,Library,0
1119,1984,Life,0
1120,1984,Literature,0
1121,1984,Live music,0
1122,1984,Love,0
1123,1984,MacArthur grant,0
1124,1984,Machine learning,0
1125,1984,Magic,0
1126,1984,Manufacturing,0
1127,1984,Map,0
1128,1984,Marine biology,0
1129,1984,Marketing,0
1130,1984,Markets,0
1131,1984,Mars,0
1132,1984,Materials,0
1133,1984,Math,0
1134,1984,Media,1
1135,1984,Medical imaging,0
1136,1984,Medical research,0
1137,1984,Medicine,0
1138,1984,Meditation,0
1139,1984,Meme,0
1140,1984,Memory,0
1141,1984,Men,1
1142,1984,Mental health,0
1143,1984,Microbes,0
1144,1984,Microbiology,0
1145,1984,Microfinance,0
1146,1984,Microsoft,0
1147,1984,Middle East,0
1148,1984,Military,0
1149,1984,Mind,0
1150,1984,Mindfulness,0
1151,1984,Mining,0
1152,1984,Mission blue,0
1153,1984,Mobility,0
1154,1984,Molecular biology,0
1155,1984,Money,0
1156,1984,Monkeys,0
