"year1","tag_name","views"
"1972","Sight",
"1972","Simplicity",
"1972","Singer",
"1972","Skateboarding",
"1972","Slavery",
"1972","Sleep",
"1972","Smell",
"1972","Social change",
"1972","Social media",
"1972","Social science",
"1972","Society",
"1972","Sociology",
"1972","Software",
"1972","Solar energy",
"1972","Solar system",
"1972","Sound",
"1972","South America",
"1972","Space",
"1972","Speech",
"1972","Spoken word",
"1972","Sports",
"1972","Start-up",
"1972","State-building",
"1972","Statistics",
"1972","Stigma",
"1972","Storytelling",
"1972","Street art",
"1972","String theory",
"1972","Student",
"1972","Submarine",
"1972","Success",
"1972","Suicide",
"1972","Sun",
"1972","Surgery",
"1972","Surveillance",
"1972","Sustainability",
"1972","Synthetic biology",
"1972","Syria",
"1972","Teaching",
"1972","Technology",
"1972","TED Books",
"1972","TED en Espa\'f1ol",
"1972","TED Fellows",
"1972","TED Prize",
"1972","TED Residency",
"1972","TED-Ed",
"1972","TEDMED",
"1972","TEDNYC",
"1972","TEDx",
"1972","TEDYouth",
"1972","Telecom",
"1972","Telescopes",
"1972","Television",
"1972","Terrorism",
"1972","Theater",
"1972","Time",
"1972","Toy",
"1972","Trafficking",
"1972","Transgender",
"1972","Transportation",
"1972","Travel",
"1972","Trees",
"1972","Trust",
"1972","Typography",
"1972","United States",
"1972","Universe",
"1972","Urban",
"1972","Urban planning",
"1972","Vaccines",
"1972","Violence",
"1972","Violin",
"1972","Virtual reality",
"1972","Virus",
"1972","Visualizations",
"1972","Vocals",
"1972","Vulnerability",
"1972","War",
"1972","Water",
"1972","Weather",
"1972","Web",
"1972","Wikipedia",
"1972","Wind energy",
"1972","Women",
"1972","Women in business",
"1972","Work",
"1972","Work-life balance",
"1972","World cultures",
"1972","Writing",
"1972","Wunderkind",
"1972","Youth",
"1983","3d printing",
"1983","Addiction",
"1983","Adventure",
"1983","Advertising",
"1983","Africa",
"1983","Aging",
"1983","Agriculture",
"1983","AI",
"1983","AIDS",
"1983","Aircraft",
"1983","Algorithm",
"1983","Alternative energy",
"1983","Alzheimer's",
"1983","Ancient world",
"1983","Animals",
"1983","Animation",
"1983","Antarctica",
"1983","Anthropocene",
"1983","Anthropology",
"1983","Ants",
"1983","Apes",
"1983","Archaeology",
"1983","Architecture",
"1983","Art",
"1983","Arts",
"1983","Asia",
"1983","Asteroid",
"1983","Astrobiology",
"1983","Astronomy",
"1983","Atheism",
"1983","Augmented reality",
"1983","Autism",
"1983","Autism spectrum disorder",
"1983","Bacteria",
"1983","Beauty",
"1983","Bees",
"1983","Behavioral economics",
"1983","Best of the Web",
"1983","Big bang",
"1983","Big problems",
"1983","Biodiversity",
"1983","Bioethics",
"1983","Biology",
"1983","Biomechanics",
"1983","Biomimicry",
"1983","Bionics",
"1983","Biosphere",
"1983","Biotech",
"1983","Birds",
"1983","Blindness",
"1983","Blockchain",
"1983","Body language",
"1983","Books",
"1983","Botany",
"1983","Brain",
"1983","Brand",
"1983","Brazil",
"1983","Buddhism",
"1983","Bullying",
"1983","Business",
"1983","Cancer",
"1983","Capitalism",
"1983","Cars",
"1983","Cello",
"1983","Charter for compassion",
"1983","Chemistry",
"1983","Children",
"1983","China",
"1983","Choice",
"1983","Christianity",
"1983","Cities",
"1983","Climate change",
"1983","Cloud",
"1983","Code",
"1983","Cognitive science",
"1983","Collaboration",
"1983","Comedy",
"1983","Communication",
"1983","Community",
"1983","Compassion",
"1983","Complexity",
"1983","Composing",
"1983","Computers",
"1983","Conducting",
"1983","Consciousness",
"1983","Conservation",
"1983","Consumerism",
"1983","Cooperation",
"1983","Coral reefs",
"1983","Corruption",
"1983","Cosmos",
"1983","Creativity",
"1983","Crime",
"1983","Criminal Justice",
"1983","CRISPR",
"1983","Crowdsourcing",
"1983","Cryptocurrency",
"1983","Culture",
"1983","Curiosity",
"1983","Dance",
"1983","Dark matter",
"1983","Data",
"1983","Death",
"1983","Debate",
"1983","Decision-making",
"1983","Deextinction",
"1983","Demo",
"1983","Democracy",
"1983","Depression",
"1983","Design",
"1983","Development",
"1983","Dinosaurs",
"1983","Disability",
"1983","Disaster relief",
"1983","Discovery",
"1983","Disease",
"1983","Diversity",
"1983","DNA",
"1983","Driverless cars",
"1983","Drones",
"1983","Ebola",
"1983","Ecology",
"1983","Economics",
"1983","Education",
"1983","Egypt",
"1983","Electricity",
"1983","Emotions",
"1983","Empathy",
"1983","Encryption",
"1983","Energy",
"1983","Engineering",
"1983","Entertainment",
"1983","Entrepreneur",
"1983","Environment",
"1983","Epidemiology",
"1983","Europe",
"1983","Evil",
"1983","Evolution",
"1983","Evolutionary psychology",
"1983","Exercise",
"1983","Exoskeleton",
"1983","Exploration",
"1983","Extraterrestrial life",
"1983","Extreme sports",
"1983","Failure",
"1983","Faith",
"1983","Family",
"1983","Farming",
"1983","Fashion",
"1983","Fear",
"1983","Feminism",
"1983","Film",
"1983","Finance",
"1983","Fish",
"1983","Flight",
"1983","Food",
"1983","Foreign Policy",
"1983","Forensics",
"1983","Friendship",
"1983","Fungi",
"1983","Funny",
"1983","Future",
"1983","Gaming",
"1983","Garden",
"1983","Gender",
"1983","Gender equality",
"1983","Gender spectrum",
"1983","Genetics",
"1983","Geology",
"1983","Glacier",
"1983","Global commons",
"1983","Global development",
"1983","Global issues",
"1983","Goal-setting",
"1983","God",
"1983","Google",
"1983","Government",
"1983","Grammar",
"1983","Graphic design",
"1983","Green",
"1983","Guitar",
"1983","Guns",
"1983","Hack",
"1983","Happiness",
"1983","Health",
"1983","Health care",
"1983","Healthcare",
"1983","Hearing",
"1983","Heart health",
"1983","History",
"1983","HIV",
"1983","Homelessness",
"1983","Human body",
"1983","Human origins",
"1983","Humanity",
"1983","Humor",
"1983","Identity",
"1983","Illness",
"1983","Illusion",
"1983","Immigration",
"1983","Inclusion",
"1983","India",
"1983","Indigenous peoples",
"1983","Industrial design",
"1983","Inequality",
"1983","Infrastructure",
"1983","Innovation",
"1983","Insects",
"1983","Intelligence",
"1983","Interface design",
"1983","Internet",
"1983","Interview",
"1983","Introvert",
"1983","Invention",
"1983","Investment",
"1983","Iran",
"1983","Iraq",
"1983","Islam",
"1983","Jazz",
"1983","Journalism",
"1983","Justice system",
"1983","Language",
"1983","Latin America",
"1983","Law",
"1983","Leadership",
"1983","LGBT",
"1983","Library",
"1983","Life",
"1983","Literature",
"1983","Live music",
"1983","Love",
"1983","MacArthur grant",
"1983","Machine learning",
"1983","Magic",
"1983","Manufacturing",
"1983","Map",
"1983","Marine biology",
"1983","Marketing",
"1983","Markets",
"1983","Mars",
"1983","Materials",
"1983","Math",
"1983","Media",
"1983","Medical imaging",
"1983","Medical research",
"1983","Medicine",
"1983","Meditation",
"1983","Meme",
"1983","Memory",
"1983","Men",
"1983","Mental health",
"1983","Microbes",
"1983","Microbiology",
"1983","Microfinance",
"1983","Microsoft",
"1983","Middle East",
"1983","Military",
"1983","Mind",
"1983","Mindfulness",
"1983","Mining",
"1983","Mission blue",
"1983","Mobility",
"1983","Molecular biology",
"1983","Money",
"1983","Monkeys",
"1983","Moon",
"1983","Morality",
"1983","Motivation",
"1983","Movies",
"1983","Museums",
"1983","Music",
"1983","Nanoscale",
"1983","Narcotics",
"1983","NASA",
"1983","Natural disaster",
"1983","Natural resources",
"1983","Nature",
"1983","Neurology",
"1983","Neuroscience",
"1983","New York",
"1983","News",
"1983","Nobel prize",
"1983","Nonviolence",
"1983","Novel",
"1983","Nuclear energy",
"1983","Nuclear weapons",
"1983","Obesity",
"1983","Oceans",
"1983","Oil",
"1983","Online video",
"1983","Open-source",
"1983","Opioids",
"1983","Origami",
"1983","Pain",
"1983","Painting",
"1983","Paleontology",
"1983","Pandemic",
"1983","Parenting",
"1983","Peace",
"1983","Performance",
"1983","Performance art",
"1983","Person",
"1983","Personal growth",
"1983","Personality",
"1983","Pharmaceuticals",
"1983","Philanthropy",
"1983","Philosophy",
"1983","Photography",
"1983","Physics",
"1983","Physiology",
"1983","Piano",
"1983","Planets",
"1983","Plants",
"1983","Plastic",
"1983","Play",
"1983","Poetry",
"1983","Policy",
"1983","Politics",
"1983","Pollution",
"1983","Population",
"1983","Potential",
"1983","Poverty",
"1983","Prediction",
"1983","Pregnancy",
"1983","Presentation",
"1983","Primates",
"1983","Prison",
"1983","Privacy",
"1983","Product design",
"1983","Productivity",
"1983","Programming",
"1983","Prosthetics",
"1983","Protests",
"1983","Psychology",
"1983","PTSD",
"1983","Public health",
"1983","Public spaces",
"1983","Quantum physics",
"1983","Race",
"1983","Refugees",
"1983","Relationships",
"1983","Religion",
"1983","Resources",
"1983","Rivers",
"1983","Robots",
"1983","Rocket science",
"1983","Sanitation",
"1983","Science",
"1983","Science and art",
"1983","Science Fiction",
"1983","Security",
"1983","Self",
"1983","Senses",
"1983","Sex",
"1983","Sexual violence",
"1983","Shopping",
"1983","Sight",
"1983","Simplicity",
"1983","Singer",
"1983","Skateboarding",
"1983","Slavery",
"1983","Sleep",
"1983","Smell",
"1983","Social change",
"1983","Social media",
"1983","Social science",
"1983","Society",
"1983","Sociology",
"1983","Software",
"1983","Solar energy",
"1983","Solar system",
"1983","Sound",
"1983","South America",
"1983","Space",
"1983","Speech",
"1983","Spoken word",
"1983","Sports",
"1983","Start-up",
"1983","State-building",
"1983","Statistics",
"1983","Stigma",
"1983","Storytelling",
"1983","Street art",
"1983","String theory",
"1983","Student",
"1983","Submarine",
"1983","Success",
"1983","Suicide",
"1983","Sun",
"1983","Surgery",
"1983","Surveillance",
"1983","Sustainability",
"1983","Synthetic biology",
"1983","Syria",
"1983","Teaching",
"1983","Technology",
"1983","TED Books",
"1983","TED en Espa\'f1ol",
"1983","TED Fellows",
"1983","TED Prize",
"1983","TED Residency",
"1983","TED-Ed",
"1983","TEDMED",
"1983","TEDNYC",
"1983","TEDx",
"1983","TEDYouth",
"1983","Telecom",
"1983","Telescopes",
"1983","Television",
"1983","Terrorism",
"1983","Theater",
"1983","Time",
"1983","Toy",
"1983","Trafficking",
"1983","Transgender",
"1983","Transportation",
"1983","Travel",
"1983","Trees",
"1983","Trust",
"1983","Typography",
"1983","United States",
"1983","Universe",
"1983","Urban",
"1983","Urban planning",
"1983","Vaccines",
"1983","Violence",
"1983","Violin",
"1983","Virtual reality",
"1983","Virus",
"1983","Visualizations",
"1983","Vocals",
"1983","Vulnerability",
"1983","War",
"1983","Water",
"1983","Weather",
"1983","Web",
"1983","Wikipedia",
"1983","Wind energy",
"1983","Women",
"1983","Women in business",
"1983","Work",
"1983","Work-life balance",
"1983","World cultures",
"1983","Writing",
"1983","Wunderkind",
"1983","Youth",
"1984","3d printing",
"1984","Addiction",
"1984","Adventure",
"1984","Advertising",
"1984","Africa",
"1984","Aging",
"1984","Agriculture",
"1984","AI",
"1984","AIDS",
"1984","Aircraft",
"1984","Algorithm",
"1984","Alternative energy",
"1984","Alzheimer's",
"1984","Ancient world",
"1984","Animals",
"1984","Animation",
"1984","Antarctica",
"1984","Anthropocene",
"1984","Anthropology",
"1984","Ants",
"1984","Apes",
"1984","Archaeology",
"1984","Architecture",
"1984","Art",
"1984","Arts",
"1984","Asia",
"1984","Asteroid",
"1984","Astrobiology",
"1984","Astronomy",
"1984","Atheism",
"1984","Augmented reality",
"1984","Autism",
"1984","Autism spectrum disorder",
"1984","Bacteria",
"1984","Beauty",
"1984","Bees",
"1984","Behavioral economics",
"1984","Best of the Web",
"1984","Big bang",
"1984","Big problems",
"1984","Biodiversity",
"1984","Bioethics",
"1984","Biology",
"1984","Biomechanics",
"1984","Biomimicry",
"1984","Bionics",
"1984","Biosphere",
"1984","Biotech",
"1984","Birds",
"1984","Blindness",
"1984","Blockchain",
"1984","Body language",
"1984","Books",
"1984","Botany",
"1984","Brain",
"1984","Brand",
"1984","Brazil",
"1984","Buddhism",
"1984","Bullying",
"1984","Business",
"1984","Cancer",
"1984","Capitalism",
"1984","Cars",
"1984","Cello",
"1984","Charter for compassion",
"1984","Chemistry",
"1984","Children",
"1984","China",
"1984","Choice",
"1984","Christianity",
"1984","Cities",
"1984","Climate change",
"1984","Cloud",
"1984","Code",
"1984","Cognitive science",
"1984","Collaboration",
"1984","Comedy",
"1984","Communication",
"1984","Community",
"1984","Compassion",
"1984","Complexity",
"1984","Composing",
"1984","Computers",
"1984","Conducting",
"1984","Consciousness",
"1984","Conservation",
"1984","Consumerism",
"1984","Cooperation",
"1984","Coral reefs",
"1984","Corruption",
"1984","Cosmos",
"1984","Creativity",
"1984","Crime",
"1984","Criminal Justice",
"1984","CRISPR",
"1984","Crowdsourcing",
"1984","Cryptocurrency",
"1984","Culture",
"1984","Curiosity",
"1984","Dance",
"1984","Dark matter",
"1984","Data",
"1984","Death",
"1984","Debate",
"1984","Decision-making",
"1984","Deextinction",
"1984","Demo",
"1984","Democracy",
"1984","Depression",
"1984","Design",
"1984","Development",
"1984","Dinosaurs",
"1984","Disability",
"1984","Disaster relief",
"1984","Discovery",
"1984","Disease",
"1984","Diversity",
"1984","DNA",
"1984","Driverless cars",
"1984","Drones",
"1984","Ebola",
"1984","Ecology",
"1984","Economics",
"1984","Education",
"1984","Egypt",
"1984","Electricity",
"1984","Emotions",
"1984","Empathy",
"1984","Encryption",
"1984","Energy",
"1984","Engineering",
"1984","Entertainment",
"1984","Entrepreneur",
"1984","Environment",
"1984","Epidemiology",
"1984","Europe",
"1984","Evil",
"1984","Evolution",
"1984","Evolutionary psychology",
"1984","Exercise",
"1984","Exoskeleton",
"1984","Exploration",
"1984","Extraterrestrial life",
"1984","Extreme sports",
"1984","Failure",
"1984","Faith",
"1984","Family",
"1984","Farming",
"1984","Fashion",
"1984","Fear",
"1984","Feminism",
"1984","Film",
"1984","Finance",
"1984","Fish",
"1984","Flight",
"1984","Food",
"1984","Foreign Policy",
"1984","Forensics",
"1984","Friendship",
"1984","Fungi",
"1984","Funny",
"1984","Future",
"1984","Gaming",
"1984","Garden",
"1984","Gender",
"1984","Gender equality",
"1984","Gender spectrum",
"1984","Genetics",
"1984","Geology",
"1984","Glacier",
"1984","Global commons",
"1984","Global development",
"1984","Global issues",
"1984","Goal-setting",
"1984","God",
"1984","Google",
"1984","Government",
"1984","Grammar",
"1984","Graphic design",
"1984","Green",
"1984","Guitar",
"1984","Guns",
"1984","Hack",
"1984","Happiness",
"1984","Health",
"1984","Health care",
"1984","Healthcare",
"1984","Hearing",
"1984","Heart health",
"1984","History",
"1984","HIV",
"1984","Homelessness",
"1984","Human body",
"1984","Human origins",
"1984","Humanity",
"1984","Humor",
"1984","Identity",
"1984","Illness",
"1984","Illusion",
"1984","Immigration",
"1984","Inclusion",
"1984","India",
"1984","Indigenous peoples",
"1984","Industrial design",
"1984","Inequality",
"1984","Infrastructure",
"1984","Innovation",
"1984","Insects",
"1984","Intelligence",
"1984","Interface design",
"1984","Internet",
"1984","Interview",
"1984","Introvert",
"1984","Invention",
"1984","Investment",
"1984","Iran",
"1984","Iraq",
"1984","Islam",
"1984","Jazz",
"1984","Journalism",
"1984","Justice system",
"1984","Language",
"1984","Latin America",
"1984","Law",
"1984","Leadership",
"1984","LGBT",
"1984","Library",
"1984","Life",
"1984","Literature",
"1984","Live music",
"1984","Love",
"1984","MacArthur grant",
"1984","Machine learning",
"1984","Magic",
"1984","Manufacturing",
"1984","Map",
"1984","Marine biology",
"1984","Marketing",
"1984","Markets",
"1984","Mars",
"1984","Materials",
"1984","Math",
"1984","Media",
"1984","Medical imaging",
"1984","Medical research",
"1984","Medicine",
"1984","Meditation",
"1984","Meme",
"1984","Memory",
"1984","Men",
"1984","Mental health",
"1984","Microbes",
"1984","Microbiology",
"1984","Microfinance",
"1984","Microsoft",
"1984","Middle East",
"1984","Military",
"1984","Mind",
"1984","Mindfulness",
"1984","Mining",
"1984","Mission blue",
"1984","Mobility",
"1984","Molecular biology",
"1984","Money",
"1984","Monkeys",
"1984","Moon",
"1984","Morality",
"1984","Motivation",
"1984","Movies",
"1984","Museums",
"1984","Music",
"1984","Nanoscale",
"1984","Narcotics",
"1984","NASA",
"1984","Natural disaster",
"1984","Natural resources",
"1984","Nature",
"1984","Neurology",
"1984","Neuroscience",
"1984","New York",
"1984","News",
"1984","Nobel prize",
"1984","Nonviolence",
"1984","Novel",
"1984","Nuclear energy",
"1984","Nuclear weapons",
"1984","Obesity",
"1984","Oceans",
"1984","Oil",
"1984","Online video",
"1984","Open-source",
"1984","Opioids",
"1984","Origami",
"1984","Pain",
"1984","Painting",
"1984","Paleontology",
"1984","Pandemic",
"1984","Parenting",
"1984","Peace",
"1984","Performance",
"1984","Performance art",
"1984","Person",
"1984","Personal growth",
"1984","Personality",
"1984","Pharmaceuticals",
"1984","Philanthropy",
"1984","Philosophy",
"1984","Photography",
"1984","Physics",
"1984","Physiology",
"1984","Piano",
"1984","Planets",
"1984","Plants",
"1984","Plastic",
"1984","Play",
"1984","Poetry",
"1984","Policy",
"1984","Politics",
"1984","Pollution",
"1984","Population",
"1984","Potential",
"1984","Poverty",
"1984","Prediction",
"1984","Pregnancy",
"1984","Presentation",
"1984","Primates",
"1984","Prison",
"1984","Privacy",
"1984","Product design",
"1984","Productivity",
"1984","Programming",
"1984","Prosthetics",
"1984","Protests",
"1984","Psychology",
"1984","PTSD",
"1984","Public health",
"1984","Public spaces",
"1984","Quantum physics",
"1984","Race",
"1984","Refugees",
"1984","Relationships",
"1984","Religion",
"1984","Resources",
"1984","Rivers",
"1984","Robots",
"1984","Rocket science",
"1984","Sanitation",
"1984","Science",
"1984","Science and art",
"1984","Science Fiction",
"1984","Security",
"1984","Self",
"1984","Senses",
"1984","Sex",
"1984","Sexual violence",
"1984","Shopping",
"1984","Sight",
"1984","Simplicity",
"1984","Singer",
"1984","Skateboarding",
"1984","Slavery",
"1984","Sleep",
"1984","Smell",
"1984","Social change",
"1984","Social media",
"1984","Social science",
"1984","Society",
"1984","Sociology",
"1984","Software",
"1984","Solar energy",
"1984","Solar system",
"1984","Sound",
"1984","South America",
"1984","Space",
"1984","Speech",
"1984","Spoken word",
"1984","Sports",
"1984","Start-up",
"1984","State-building",
"1984","Statistics",
"1984","Stigma",
"1984","Storytelling",
"1984","Street art",
"1984","String theory",
"1984","Student",
"1984","Submarine",
"1984","Success",
"1984","Suicide",
"1984","Sun",
"1984","Surgery",
"1984","Surveillance",
"1984","Sustainability",
"1984","Synthetic biology",
"1984","Syria",
"1984","Teaching",
"1984","Technology",
"1984","TED Books",
"1984","TED en Espa\'f1ol",
"1984","TED Fellows",
"1984","TED Prize",
"1984","TED Residency",
"1984","TED-Ed",
"1984","TEDMED",
"1984","TEDNYC",
"1984","TEDx",
"1984","TEDYouth",
"1984","Telecom",
"1984","Telescopes",
"1984","Television",
"1984","Terrorism",
"1984","Theater",
"1984","Time",
"1984","Toy",
"1984","Trafficking",
"1984","Transgender",
"1984","Transportation",
"1984","Travel",
"1984","Trees",
"1984","Trust",
"1984","Typography",
"1984","United States",
"1984","Universe",
"1984","Urban",
"1984","Urban planning",
"1984","Vaccines",
"1984","Violence",
"1984","Violin",
"1984","Virtual reality",
"1984","Virus",
"1984","Visualizations",
"1984","Vocals",
"1984","Vulnerability",
"1984","War",
"1984","Water",
"1984","Weather",
"1984","Web",
"1984","Wikipedia",
"1984","Wind energy",
"1984","Women",
"1984","Women in business",
"1984","Work",
"1984","Work-life balance",
"1984","World cultures",
"1984","Writing",
"1984","Wunderkind",
"1984","Youth",
"1990","3d printing",
"1990","Addiction",
"1990","Adventure",
"1990","Advertising",
"1990","Africa",
"1990","Aging",
"1990","Agriculture",
"1990","AI",
"1990","AIDS",
"1990","Aircraft",
"1990","Algorithm",
"1990","Alternative energy",
"1990","Alzheimer's",
"1990","Ancient world",
"1990","Animals",
"1990","Animation",
"1990","Antarctica",
"1990","Anthropocene",
"1990","Anthropology",
"1990","Ants",
"1990","Apes",
"1990","Archaeology",
"1990","Architecture",
"1990","Art",
"1990","Arts",
"1990","Asia",
"1990","Asteroid",
"1990","Astrobiology",
"1990","Astronomy",
"1990","Atheism",
"1990","Augmented reality",
"1990","Autism",
"1990","Autism spectrum disorder",
"1990","Bacteria",
"1990","Beauty",
"1990","Bees",
"1990","Behavioral economics",
"1990","Best of the Web",
"1990","Big bang",
"1990","Big problems",
"1990","Biodiversity",
"1990","Bioethics",
"1990","Biology",
"1990","Biomechanics",
"1990","Biomimicry",
"1990","Bionics",
"1990","Biosphere",
"1990","Biotech",
"1990","Birds",
"1990","Blindness",
"1990","Blockchain",
"1990","Body language",
"1990","Books",
"1990","Botany",
"1990","Brain",
"1990","Brand",
"1990","Brazil",
"1990","Buddhism",
"1990","Bullying",
"1990","Business",
"1990","Cancer",
"1990","Capitalism",
"1990","Cars",
"1990","Cello",
"1990","Charter for compassion",
"1990","Chemistry",
"1990","Children",
