,year,tag_name,views,related topic1,view of topic1,related topic2,view of topic2,related topic3,view of topic3
66,1972,Children,0,Youth,0,Finance,0,Exploration,0
67,1972,China,0,Youth,0,Finance,0,Exploration,0
68,1972,Choice,0,Youth,0,Finance,0,Exploration,0
69,1972,Christianity,0,Youth,0,Finance,0,Exploration,0
70,1972,Cities,0,Youth,0,Finance,0,Exploration,0
71,1972,Climate change,0,Youth,0,Finance,0,Exploration,0
72,1972,Cloud,0,Youth,0,Finance,0,Exploration,0
73,1972,Code,0,Youth,0,Finance,0,Exploration,0
74,1972,Cognitive science,0,Youth,0,Finance,0,Exploration,0
75,1972,Collaboration,0,Youth,0,Finance,0,Exploration,0
76,1972,Comedy,0,Youth,0,Finance,0,Exploration,0
77,1972,Communication,0,Youth,0,Finance,0,Exploration,0
78,1972,Community,0,Youth,0,Finance,0,Exploration,0
79,1972,Compassion,0,Youth,0,Finance,0,Exploration,0
80,1972,Complexity,0,Youth,0,Finance,0,Exploration,0
81,1972,Composing,0,Youth,0,Finance,0,Exploration,0
82,1972,Computers,0,Youth,0,Finance,0,Exploration,0
83,1972,Conducting,0,Youth,0,Finance,0,Exploration,0
84,1972,Consciousness,0,Youth,0,Finance,0,Exploration,0
85,1972,Conservation,0,Youth,0,Finance,0,Exploration,0
86,1972,Consumerism,0,Youth,0,Finance,0,Exploration,0
87,1972,Cooperation,0,Youth,0,Finance,0,Exploration,0
88,1972,Coral reefs,0,Youth,0,Finance,0,Exploration,0
89,1972,Corruption,0,Youth,0,Finance,0,Exploration,0
90,1972,Cosmos,0,Youth,0,Finance,0,Exploration,0
91,1972,Creativity,0,Youth,0,Finance,0,Exploration,0
92,1972,Crime,0,Youth,0,Finance,0,Exploration,0
93,1972,Criminal Justice,0,Youth,0,Finance,0,Exploration,0
94,1972,CRISPR,0,Youth,0,Finance,0,Exploration,0
95,1972,Crowdsourcing,0,Youth,0,Finance,0,Exploration,0
96,1972,Cryptocurrency,0,Youth,0,Finance,0,Exploration,0
97,1972,Culture,0,Youth,0,Finance,0,Exploration,0
98,1972,Curiosity,0,Youth,0,Finance,0,Exploration,0
99,1972,Dance,0,Youth,0,Finance,0,Exploration,0
100,1972,Dark matter,0,Youth,0,Finance,0,Exploration,0
101,1972,Data,0,Youth,0,Finance,0,Exploration,0
102,1972,Death,0,Youth,0,Finance,0,Exploration,0
103,1972,Debate,0,Youth,0,Finance,0,Exploration,0
104,1972,Decision-making,0,Youth,0,Finance,0,Exploration,0
105,1972,Deextinction,0,Youth,0,Finance,0,Exploration,0
106,1972,Demo,0,Youth,0,Finance,0,Exploration,0
107,1972,Democracy,0,Youth,0,Finance,0,Exploration,0
108,1972,Depression,0,Youth,0,Finance,0,Exploration,0
109,1972,Design,0,Youth,0,Finance,0,Exploration,0
110,1972,Development,0,Youth,0,Finance,0,Exploration,0
111,1972,Dinosaurs,0,Youth,0,Finance,0,Exploration,0
112,1972,Disability,0,Youth,0,Finance,0,Exploration,0
113,1972,Disaster relief,0,Youth,0,Finance,0,Exploration,0
114,1972,Discovery,0,Youth,0,Finance,0,Exploration,0
115,1972,Disease,0,Youth,0,Finance,0,Exploration,0
116,1972,Diversity,0,Youth,0,Finance,0,Exploration,0
117,1972,DNA,0,Youth,0,Finance,0,Exploration,0
118,1972,Driverless cars,0,Youth,0,Finance,0,Exploration,0
119,1972,Drones,0,Youth,0,Finance,0,Exploration,0
120,1972,Ebola,0,Youth,0,Finance,0,Exploration,0
121,1972,Ecology,0,Youth,0,Finance,0,Exploration,0
122,1972,Economics,0,Youth,0,Finance,0,Exploration,0
123,1972,Education,0,Youth,0,Finance,0,Exploration,0
124,1972,Egypt,0,Youth,0,Finance,0,Exploration,0
125,1972,Electricity,0,Youth,0,Finance,0,Exploration,0
126,1972,Emotions,0,Youth,0,Finance,0,Exploration,0
127,1972,Empathy,0,Youth,0,Finance,0,Exploration,0
128,1972,Encryption,0,Youth,0,Finance,0,Exploration,0
129,1972,Energy,0,Youth,0,Finance,0,Exploration,0
130,1972,Engineering,0,Youth,0,Finance,0,Exploration,0
131,1972,Entertainment,0,Youth,0,Finance,0,Exploration,0
132,1972,Entrepreneur,0,Youth,0,Finance,0,Exploration,0
133,1972,Environment,0,Youth,0,Finance,0,Exploration,0
134,1972,Epidemiology,0,Youth,0,Finance,0,Exploration,0
135,1972,Europe,0,Youth,0,Finance,0,Exploration,0
136,1972,Evil,0,Youth,0,Finance,0,Exploration,0
137,1972,Evolution,0,Youth,0,Finance,0,Exploration,0
138,1972,Evolutionary psychology,0,Youth,0,Finance,0,Exploration,0
139,1972,Exercise,0,Youth,0,Finance,0,Exploration,0
140,1972,Exoskeleton,0,Youth,0,Finance,0,Exploration,0
141,1972,Exploration,0,Youth,0,Finance,0,Exoskeleton,0
142,1972,Extraterrestrial life,0,Youth,0,Finance,0,Exoskeleton,0
143,1972,Extreme sports,0,Youth,0,Finance,0,Exoskeleton,0
144,1972,Failure,0,Youth,0,Finance,0,Exoskeleton,0
145,1972,Faith,0,Youth,0,Finance,0,Exoskeleton,0
146,1972,Family,0,Youth,0,Finance,0,Exoskeleton,0
147,1972,Farming,0,Youth,0,Finance,0,Exoskeleton,0
148,1972,Fashion,0,Youth,0,Finance,0,Exoskeleton,0
149,1972,Fear,0,Youth,0,Finance,0,Exoskeleton,0
150,1972,Feminism,0,Youth,0,Finance,0,Exoskeleton,0
151,1972,Film,0,Youth,0,Finance,0,Exoskeleton,0
152,1972,Finance,0,Youth,0,Film,0,Exoskeleton,0
153,1972,Fish,0,Youth,0,Film,0,Exoskeleton,0
154,1972,Flight,0,Youth,0,Film,0,Exoskeleton,0
155,1972,Food,0,Youth,0,Film,0,Exoskeleton,0
156,1972,Foreign Policy,0,Youth,0,Film,0,Exoskeleton,0
157,1972,Forensics,0,Youth,0,Film,0,Exoskeleton,0
158,1972,Friendship,0,Youth,0,Film,0,Exoskeleton,0
159,1972,Fungi,0,Youth,0,Film,0,Exoskeleton,0
160,1972,Funny,0,Youth,0,Film,0,Exoskeleton,0
161,1972,Future,0,Youth,0,Film,0,Exoskeleton,0
162,1972,Gaming,0,Youth,0,Film,0,Exoskeleton,0
163,1972,Garden,0,Youth,0,Film,0,Exoskeleton,0
164,1972,Gender,0,Youth,0,Film,0,Exoskeleton,0
165,1972,Gender equality,0,Youth,0,Film,0,Exoskeleton,0
166,1972,Gender spectrum,0,Youth,0,Film,0,Exoskeleton,0
167,1972,Genetics,0,Youth,0,Film,0,Exoskeleton,0
168,1972,Geology,0,Youth,0,Film,0,Exoskeleton,0
169,1972,Glacier,0,Youth,0,Film,0,Exoskeleton,0
170,1972,Global commons,0,Youth,0,Film,0,Exoskeleton,0
171,1972,Global development,0,Youth,0,Film,0,Exoskeleton,0
172,1972,Global issues,0,Youth,0,Film,0,Exoskeleton,0
173,1972,Goal-setting,0,Youth,0,Film,0,Exoskeleton,0
174,1972,God,0,Youth,0,Film,0,Exoskeleton,0
175,1972,Google,0,Youth,0,Film,0,Exoskeleton,0
176,1972,Government,0,Youth,0,Film,0,Exoskeleton,0
177,1972,Grammar,0,Youth,0,Film,0,Exoskeleton,0
178,1972,Graphic design,0,Youth,0,Film,0,Exoskeleton,0
179,1972,Green,0,Youth,0,Film,0,Exoskeleton,0
180,1972,Guitar,0,Youth,0,Film,0,Exoskeleton,0
181,1972,Guns,0,Youth,0,Film,0,Exoskeleton,0
182,1972,Hack,0,Youth,0,Film,0,Exoskeleton,0
183,1972,Happiness,0,Youth,0,Film,0,Exoskeleton,0
184,1972,Health,0,Youth,0,Film,0,Exoskeleton,0
185,1972,Health care,0,Youth,0,Film,0,Exoskeleton,0
186,1972,Healthcare,0,Youth,0,Film,0,Exoskeleton,0
187,1972,Hearing,0,Youth,0,Film,0,Exoskeleton,0
188,1972,Heart health,0,Youth,0,Film,0,Exoskeleton,0
189,1972,History,0,Youth,0,Film,0,Exoskeleton,0
190,1972,HIV,0,Youth,0,Film,0,Exoskeleton,0
191,1972,Homelessness,0,Youth,0,Film,0,Exoskeleton,0
192,1972,Human body,0,Youth,0,Film,0,Exoskeleton,0
193,1972,Human origins,0,Youth,0,Film,0,Exoskeleton,0
194,1972,Humanity,1011089,Psychology,1011089,Peace,1011089,Mind,1011089
195,1972,Humor,0,Youth,0,Film,0,Exoskeleton,0
196,1972,Identity,0,Youth,0,Film,0,Exoskeleton,0
197,1972,Illness,0,Youth,0,Film,0,Exoskeleton,0
198,1972,Illusion,0,Youth,0,Film,0,Exoskeleton,0
199,1972,Immigration,0,Youth,0,Film,0,Exoskeleton,0
200,1972,Inclusion,0,Youth,0,Film,0,Exoskeleton,0
201,1972,India,0,Youth,0,Film,0,Exoskeleton,0
202,1972,Indigenous peoples,0,Youth,0,Film,0,Exoskeleton,0
203,1972,Industrial design,0,Youth,0,Film,0,Exoskeleton,0
204,1972,Inequality,0,Youth,0,Film,0,Exoskeleton,0
205,1972,Infrastructure,0,Youth,0,Film,0,Exoskeleton,0
206,1972,Innovation,0,Youth,0,Film,0,Exoskeleton,0
207,1972,Insects,0,Youth,0,Film,0,Exoskeleton,0
208,1972,Intelligence,0,Youth,0,Film,0,Exoskeleton,0
209,1972,Interface design,0,Youth,0,Film,0,Exoskeleton,0
210,1972,Internet,0,Youth,0,Film,0,Exoskeleton,0
211,1972,Interview,0,Youth,0,Film,0,Exoskeleton,0
212,1972,Introvert,0,Youth,0,Film,0,Exoskeleton,0
213,1972,Invention,0,Youth,0,Film,0,Exoskeleton,0
214,1972,Investment,0,Youth,0,Film,0,Exoskeleton,0
215,1972,Iran,0,Youth,0,Film,0,Exoskeleton,0
216,1972,Iraq,0,Youth,0,Film,0,Exoskeleton,0
217,1972,Islam,0,Youth,0,Film,0,Exoskeleton,0
218,1972,Jazz,0,Youth,0,Film,0,Exoskeleton,0
219,1972,Journalism,0,Youth,0,Film,0,Exoskeleton,0
220,1972,Justice system,0,Youth,0,Film,0,Exoskeleton,0
221,1972,Language,0,Youth,0,Film,0,Exoskeleton,0
222,1972,Latin America,0,Youth,0,Film,0,Exoskeleton,0
223,1972,Law,0,Youth,0,Film,0,Exoskeleton,0
224,1972,Leadership,0,Youth,0,Film,0,Exoskeleton,0
225,1972,LGBT,0,Youth,0,Film,0,Exoskeleton,0
226,1972,Library,0,Youth,0,Film,0,Exoskeleton,0
227,1972,Life,0,Youth,0,Film,0,Exoskeleton,0
228,1972,Literature,0,Youth,0,Film,0,Exoskeleton,0
229,1972,Live music,0,Youth,0,Film,0,Exoskeleton,0
230,1972,Love,0,Youth,0,Film,0,Exoskeleton,0
231,1972,MacArthur grant,0,Youth,0,Film,0,Exoskeleton,0
232,1972,Machine learning,0,Youth,0,Film,0,Exoskeleton,0
233,1972,Magic,0,Youth,0,Film,0,Exoskeleton,0
234,1972,Manufacturing,0,Youth,0,Film,0,Exoskeleton,0
235,1972,Map,0,Youth,0,Film,0,Exoskeleton,0
236,1972,Marine biology,0,Youth,0,Film,0,Exoskeleton,0
237,1972,Marketing,0,Youth,0,Film,0,Exoskeleton,0
238,1972,Markets,0,Youth,0,Film,0,Exoskeleton,0
239,1972,Mars,0,Youth,0,Film,0,Exoskeleton,0
240,1972,Materials,0,Youth,0,Film,0,Exoskeleton,0
241,1972,Math,0,Youth,0,Film,0,Exoskeleton,0
242,1972,Media,0,Youth,0,Film,0,Exoskeleton,0
243,1972,Medical imaging,0,Youth,0,Film,0,Exoskeleton,0
244,1972,Medical research,0,Youth,0,Film,0,Exoskeleton,0
245,1972,Medicine,0,Youth,0,Film,0,Exoskeleton,0
246,1972,Meditation,0,Youth,0,Film,0,Exoskeleton,0
247,1972,Meme,0,Youth,0,Film,0,Exoskeleton,0
248,1972,Memory,0,Youth,0,Film,0,Exoskeleton,0
249,1972,Men,0,Youth,0,Film,0,Exoskeleton,0
250,1972,Mental health,0,Youth,0,Film,0,Exoskeleton,0
251,1972,Microbes,0,Youth,0,Film,0,Exoskeleton,0
252,1972,Microbiology,0,Youth,0,Film,0,Exoskeleton,0
253,1972,Microfinance,0,Youth,0,Film,0,Exoskeleton,0
254,1972,Microsoft,0,Youth,0,Film,0,Exoskeleton,0
255,1972,Middle East,0,Youth,0,Film,0,Exoskeleton,0
256,1972,Military,0,Youth,0,Film,0,Exoskeleton,0
257,1972,Mind,1011089,Psychology,1011089,Humanity,1011089,Peace,1011089
258,1972,Mindfulness,0,Youth,0,Film,0,Exoskeleton,0
259,1972,Mining,0,Youth,0,Film,0,Exoskeleton,0
260,1972,Mission blue,0,Youth,0,Film,0,Exoskeleton,0
261,1972,Mobility,0,Youth,0,Film,0,Exoskeleton,0
262,1972,Molecular biology,0,Youth,0,Film,0,Exoskeleton,0
263,1972,Money,0,Youth,0,Film,0,Exoskeleton,0
264,1972,Monkeys,0,Youth,0,Film,0,Exoskeleton,0
265,1972,Moon,0,Youth,0,Film,0,Exoskeleton,0
266,1972,Morality,0,Youth,0,Film,0,Exoskeleton,0
267,1972,Motivation,0,Youth,0,Film,0,Exoskeleton,0
268,1972,Movies,0,Youth,0,Film,0,Exoskeleton,0
269,1972,Museums,0,Youth,0,Film,0,Exoskeleton,0
270,1972,Music,0,Youth,0,Film,0,Exoskeleton,0
271,1972,Nanoscale,0,Youth,0,Film,0,Exoskeleton,0
272,1972,Narcotics,0,Youth,0,Film,0,Exoskeleton,0
273,1972,NASA,0,Youth,0,Film,0,Exoskeleton,0
274,1972,Natural disaster,0,Youth,0,Film,0,Exoskeleton,0
275,1972,Natural resources,0,Youth,0,Film,0,Exoskeleton,0
276,1972,Nature,0,Youth,0,Film,0,Exoskeleton,0
277,1972,Neurology,0,Youth,0,Film,0,Exoskeleton,0
278,1972,Neuroscience,0,Youth,0,Film,0,Exoskeleton,0
279,1972,New York,0,Youth,0,Film,0,Exoskeleton,0
280,1972,News,0,Youth,0,Film,0,Exoskeleton,0
281,1972,Nobel prize,0,Youth,0,Film,0,Exoskeleton,0
282,1972,Nonviolence,0,Youth,0,Film,0,Exoskeleton,0
283,1972,Novel,0,Youth,0,Film,0,Exoskeleton,0
284,1972,Nuclear energy,0,Youth,0,Film,0,Exoskeleton,0
285,1972,Nuclear weapons,0,Youth,0,Film,0,Exoskeleton,0
286,1972,Obesity,0,Youth,0,Film,0,Exoskeleton,0
287,1972,Oceans,0,Youth,0,Film,0,Exoskeleton,0
288,1972,Oil,0,Youth,0,Film,0,Exoskeleton,0
289,1972,Online video,0,Youth,0,Film,0,Exoskeleton,0
290,1972,Open-source,0,Youth,0,Film,0,Exoskeleton,0
291,1972,Opioids,0,Youth,0,Film,0,Exoskeleton,0
292,1972,Origami,0,Youth,0,Film,0,Exoskeleton,0
293,1972,Pain,0,Youth,0,Film,0,Exoskeleton,0
294,1972,Painting,0,Youth,0,Film,0,Exoskeleton,0
295,1972,Paleontology,0,Youth,0,Film,0,Exoskeleton,0
296,1972,Pandemic,0,Youth,0,Film,0,Exoskeleton,0
297,1972,Parenting,0,Youth,0,Film,0,Exoskeleton,0
298,1972,Peace,1011089,Psychology,1011089,Humanity,1011089,Mind,1011089
299,1972,Performance,0,Youth,0,Film,0,Exoskeleton,0
300,1972,Performance art,0,Youth,0,Film,0,Exoskeleton,0
301,1972,Person,0,Youth,0,Film,0,Exoskeleton,0
302,1972,Personal growth,0,Youth,0,Film,0,Exoskeleton,0
303,1972,Personality,0,Youth,0,Film,0,Exoskeleton,0
304,1972,Pharmaceuticals,0,Youth,0,Film,0,Exoskeleton,0
305,1972,Philanthropy,0,Youth,0,Film,0,Exoskeleton,0
306,1972,Philosophy,0,Youth,0,Film,0,Exoskeleton,0
307,1972,Photography,0,Youth,0,Film,0,Exoskeleton,0
308,1972,Physics,0,Youth,0,Film,0,Exoskeleton,0
309,1972,Physiology,0,Youth,0,Film,0,Exoskeleton,0
310,1972,Piano,0,Youth,0,Film,0,Exoskeleton,0
311,1972,Planets,0,Youth,0,Film,0,Exoskeleton,0
312,1972,Plants,0,Youth,0,Film,0,Exoskeleton,0
313,1972,Plastic,0,Youth,0,Film,0,Exoskeleton,0
314,1972,Play,0,Youth,0,Film,0,Exoskeleton,0
315,1972,Poetry,0,Youth,0,Film,0,Exoskeleton,0
316,1972,Policy,0,Youth,0,Film,0,Exoskeleton,0
317,1972,Politics,0,Youth,0,Film,0,Exoskeleton,0
318,1972,Pollution,0,Youth,0,Film,0,Exoskeleton,0
319,1972,Population,0,Youth,0,Film,0,Exoskeleton,0
320,1972,Potential,0,Youth,0,Film,0,Exoskeleton,0
321,1972,Poverty,0,Youth,0,Film,0,Exoskeleton,0
322,1972,Prediction,0,Youth,0,Film,0,Exoskeleton,0
323,1972,Pregnancy,0,Youth,0,Film,0,Exoskeleton,0
324,1972,Presentation,0,Youth,0,Film,0,Exoskeleton,0
325,1972,Primates,0,Youth,0,Film,0,Exoskeleton,0
326,1972,Prison,0,Youth,0,Film,0,Exoskeleton,0
327,1972,Privacy,0,Youth,0,Film,0,Exoskeleton,0
328,1972,Product design,0,Youth,0,Film,0,Exoskeleton,0
329,1972,Productivity,0,Youth,0,Film,0,Exoskeleton,0
330,1972,Programming,0,Youth,0,Film,0,Exoskeleton,0
331,1972,Prosthetics,0,Youth,0,Film,0,Exoskeleton,0
332,1972,Protests,0,Youth,0,Film,0,Exoskeleton,0
333,1972,Psychology,1011089,Humanity,1011089,Peace,1011089,Mind,1011089
334,1972,PTSD,0,Youth,0,Film,0,Exoskeleton,0
335,1972,Public health,0,Youth,0,Film,0,Exoskeleton,0
336,1972,Public spaces,0,Youth,0,Film,0,Exoskeleton,0
337,1972,Quantum physics,0,Youth,0,Film,0,Exoskeleton,0
338,1972,Race,0,Youth,0,Film,0,Exoskeleton,0
339,1972,Refugees,0,Youth,0,Film,0,Exoskeleton,0
340,1972,Relationships,0,Youth,0,Film,0,Exoskeleton,0
341,1972,Religion,0,Youth,0,Film,0,Exoskeleton,0
342,1972,Resources,0,Youth,0,Film,0,Exoskeleton,0
343,1972,Rivers,0,Youth,0,Film,0,Exoskeleton,0
344,1972,Robots,0,Youth,0,Film,0,Exoskeleton,0
345,1972,Rocket science,0,Youth,0,Film,0,Exoskeleton,0
346,1972,Sanitation,0,Youth,0,Film,0,Exoskeleton,0
347,1972,Science,0,Youth,0,Film,0,Exoskeleton,0
348,1972,Science and art,0,Youth,0,Film,0,Exoskeleton,0
349,1972,Science Fiction,0,Youth,0,Film,0,Exoskeleton,0
350,1972,Security,0,Youth,0,Film,0,Exoskeleton,0
351,1972,Self,0,Youth,0,Film,0,Exoskeleton,0
352,1972,Senses,0,Youth,0,Film,0,Exoskeleton,0
353,1972,Sex,0,Youth,0,Film,0,Exoskeleton,0
354,1972,Sexual violence,0,Youth,0,Film,0,Exoskeleton,0
355,1972,Shopping,0,Youth,0,Film,0,Exoskeleton,0
356,1972,Sight,0,Youth,0,Film,0,Exoskeleton,0
357,1972,Simplicity,0,Youth,0,Film,0,Exoskeleton,0
358,1972,Singer,0,Youth,0,Film,0,Exoskeleton,0
359,1972,Skateboarding,0,Youth,0,Film,0,Exoskeleton,0
360,1972,Slavery,0,Youth,0,Film,0,Exoskeleton,0
361,1972,Sleep,0,Youth,0,Film,0,Exoskeleton,0
362,1972,Smell,0,Youth,0,Film,0,Exoskeleton,0
363,1972,Social change,0,Youth,0,Film,0,Exoskeleton,0
364,1972,Social media,0,Youth,0,Film,0,Exoskeleton,0
365,1972,Social science,0,Youth,0,Film,0,Exoskeleton,0
366,1972,Society,0,Youth,0,Film,0,Exoskeleton,0
367,1972,Sociology,0,Youth,0,Film,0,Exoskeleton,0
368,1972,Software,0,Youth,0,Film,0,Exoskeleton,0
369,1972,Solar energy,0,Youth,0,Film,0,Exoskeleton,0
370,1972,Solar system,0,Youth,0,Film,0,Exoskeleton,0
371,1972,Sound,0,Youth,0,Film,0,Exoskeleton,0
372,1972,South America,0,Youth,0,Film,0,Exoskeleton,0
373,1972,Space,0,Youth,0,Film,0,Exoskeleton,0
374,1972,Speech,0,Youth,0,Film,0,Exoskeleton,0
375,1972,Spoken word,0,Youth,0,Film,0,Exoskeleton,0
376,1972,Sports,0,Youth,0,Film,0,Exoskeleton,0
377,1972,Start-up,0,Youth,0,Film,0,Exoskeleton,0
378,1972,State-building,0,Youth,0,Film,0,Exoskeleton,0
379,1972,Statistics,0,Youth,0,Film,0,Exoskeleton,0
380,1972,Stigma,0,Youth,0,Film,0,Exoskeleton,0
381,1972,Storytelling,0,Youth,0,Film,0,Exoskeleton,0
382,1972,Street art,0,Youth,0,Film,0,Exoskeleton,0
383,1972,String theory,0,Youth,0,Film,0,Exoskeleton,0
384,1972,Student,0,Youth,0,Film,0,Exoskeleton,0
385,1972,Submarine,0,Youth,0,Film,0,Exoskeleton,0
386,1972,Success,0,Youth,0,Film,0,Exoskeleton,0
387,1972,Suicide,0,Youth,0,Film,0,Exoskeleton,0
388,1972,Sun,0,Youth,0,Film,0,Exoskeleton,0
389,1972,Surgery,0,Youth,0,Film,0,Exoskeleton,0
390,1972,Surveillance,0,Youth,0,Film,0,Exoskeleton,0
391,1972,Sustainability,0,Youth,0,Film,0,Exoskeleton,0
392,1972,Synthetic biology,0,Youth,0,Film,0,Exoskeleton,0
393,1972,Syria,0,Youth,0,Film,0,Exoskeleton,0
394,1972,Teaching,0,Youth,0,Film,0,Exoskeleton,0
395,1972,Technology,0,Youth,0,Film,0,Exoskeleton,0
396,1972,TED Books,0,Youth,0,Film,0,Exoskeleton,0
397,1972,TED en Espa\'f1ol,0,Youth,0,Film,0,Exoskeleton,0
398,1972,TED Fellows,0,Youth,0,Film,0,Exoskeleton,0
399,1972,TED Prize,0,Youth,0,Film,0,Exoskeleton,0
400,1972,TED Residency,0,Youth,0,Film,0,Exoskeleton,0
401,1972,TED-Ed,0,Youth,0,Film,0,Exoskeleton,0
402,1972,TEDMED,0,Youth,0,Film,0,Exoskeleton,0
403,1972,TEDNYC,0,Youth,0,Film,0,Exoskeleton,0
404,1972,TEDx,0,Youth,0,Film,0,Exoskeleton,0
405,1972,TEDYouth,0,Youth,0,Film,0,Exoskeleton,0
406,1972,Telecom,0,Youth,0,Film,0,Exoskeleton,0
407,1972,Telescopes,0,Youth,0,Film,0,Exoskeleton,0
408,1972,Television,0,Youth,0,Film,0,Exoskeleton,0
409,1972,Terrorism,0,Youth,0,Film,0,Exoskeleton,0
410,1972,Theater,0,Youth,0,Film,0,Exoskeleton,0
411,1972,Time,0,Youth,0,Film,0,Exoskeleton,0
412,1972,Toy,0,Youth,0,Film,0,Exoskeleton,0
413,1972,Trafficking,0,Youth,0,Film,0,Exoskeleton,0
414,1972,Transgender,0,Youth,0,Film,0,Exoskeleton,0
415,1972,Transportation,0,Youth,0,Film,0,Exoskeleton,0
416,1972,Travel,0,Youth,0,Film,0,Exoskeleton,0
417,1972,Trees,0,Youth,0,Film,0,Exoskeleton,0
418,1972,Trust,0,Youth,0,Film,0,Exoskeleton,0
419,1972,Typography,0,Youth,0,Film,0,Exoskeleton,0
420,1972,United States,0,Youth,0,Film,0,Exoskeleton,0
421,1972,Universe,0,Youth,0,Film,0,Exoskeleton,0
422,1972,Urban,0,Youth,0,Film,0,Exoskeleton,0
423,1972,Urban planning,0,Youth,0,Film,0,Exoskeleton,0
424,1972,Vaccines,0,Youth,0,Film,0,Exoskeleton,0
425,1972,Violence,0,Youth,0,Film,0,Exoskeleton,0
426,1972,Violin,0,Youth,0,Film,0,Exoskeleton,0
427,1972,Virtual reality,0,Youth,0,Film,0,Exoskeleton,0
428,1972,Virus,0,Youth,0,Film,0,Exoskeleton,0
